externalId,section,description,shortDescription,nibrsUCRCodes,source,validFromTime,validToTime,severity,code,summaryCode,cjisCode,hierarchyNumber,UCR,offenseCategories,chargeType,stateOffenseCode,NCICOffenseCodes
CHG00000269,7-2-31,DRIVER TO EXERCISE DUE CARE,DRIVER TO EXERCISE DUE CARE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000270,7-2-32,FAILED TO USE SEAT BELTS AS REQUIRED,FAILED TO USE SEAT BELTS AS REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,TRAFFIC,BOTH,,
CHG00000271,7-2-33,FAILED TO USE CHILD RESTRAINT AS REQ,FAILED TO USE CHILD RESTRAINT AS REQ,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000272,7-2-34,USE OF EARPHONES PROHIBITED,USE OF EARPHONES PROHIBITED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000273,7-3-1,DROVE AN UNSAFE VEHICLE,DROVE AN UNSAFE VEHICLE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000274,7-3-10,TELEVISION IN FRONT SEAT PROHIBITED,TELEVISION IN FRONT SEAT PROHIBITED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000275,7-3-11,PROTECTIVE EYE COVER REQUIRED,PROTECTIVE EYE COVER REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000276,7-3-12,UNAUTHORIZED DISPLAY OF PUBLIC INSIG,UNAUTHORIZED DISPLAY OF PUBLIC INSIG,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,GENERAL,BOTH,,
CHG00000277,7-3-13,WHEEL AND AXLE LOADS,WHEEL AND AXLE LOADS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000278,7-3-14,GROSS WEIGHT OF VEHICLE LOADS,GROSS WEIGHT OF VEHICLE LOADS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000279,7-3-15,VEH. EXCESS WT REMOVED-FAIL TO STOP,VEH. EXCESS WT REMOVED-FAIL TO STOP,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000280,7-3-2,REQUIRED EQUIPMENT MISSING / INOPERA,REQUIRED EQUIPMENT MISSING / INOPERA,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000281,7-3-3,HEIGHT LENGTH WEIGHT OF VEHICLE,HEIGHT LENGTH WEIGHT OF VEHICLE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000282,7-3-4,INADEQUATE MUFFLING OF NOISE,INADEQUATE MUFFLING OF NOISE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000283,7-3-5,VISIBLE EMISSIONS PROHIBITED,VISIBLE EMISSIONS PROHIBITED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000284,7-3-6,HEADLIGHTS MUST BE ON,HEADLIGHTS MUST BE ON,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000285,7-3-7,HEADLIGHTS MUST BE DIMMED,HEADLIGHTS MUST BE DIMMED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000286,7-3-8,LIGHTS ON PARKED VEHICLE REQUIRED,LIGHTS ON PARKED VEHICLE REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000287,7-3-9,OBSTRUCTED VISION/DRIVING MECHANISM,OBSTRUCTED VISION/DRIVING MECHANISM,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000288,7-4-1,OBEDIENCE TO GREEN SIGNAL REQUIRED,OBEDIENCE TO GREEN SIGNAL REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000289,7-4-10,STOP WHEN TRAFFIC OBSTRUCTED,STOP WHEN TRAFFIC OBSTRUCTED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000290,7-4-11,STOP AT STOP SIGN REQUIRED,STOP AT STOP SIGN REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000291,7-4-12,YIELD REQUIRED AT STOP SIGN,YIELD REQUIRED AT STOP SIGN,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000292,7-4-13,OBEDIANCE TO YIELD SIGN REQUIRED,OBEDIANCE TO YIELD SIGN REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000293,7-4-14,DRIVER ON LEFT TO YIELD AT UNCONTROLLED INTERSECTION,DRIVER ON LEFT TO YIELD AT UNCONTROLLED INTERSECTION,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000294,7-4-15,STOP BEFORE ENTERING STREET,STOP BEFORE ENTERING STREET,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000295,7-4-16,YIELD BEFORE ENTERING STREET,YIELD BEFORE ENTERING STREET,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000296,7-4-17,IMPROPER START FROM PARKED POSITION,IMPROPER START FROM PARKED POSITION,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000297,7-4-18,IMPROPER BACKING,IMPROPER BACKING,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,TRAFFIC,BOTH,,
CHG00000298,7-4-19,OBEDIENCE TO TURN REQMTS DEVICE REQU,OBEDIENCE TO TURN REQMTS DEVICE REQU,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000299,7-4-20,OBEDIENCE TO TURN-PROHIBITED SIGN,OBEDIENCE TO TURN-PROHIBITED SIGN,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000300,7-4-21,U-TURN PROHIBITED / HAZARDOUS,U-TURN PROHIBITED / HAZARDOUS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000301,7-4-22,VEHICLE TURNING LEFT FAILED TO YIELD,VEHICLE TURNING LEFT FAILED TO YIELD,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000302,7-4-23,YIELD TO PEDESTRIAN REQUIRED,YIELD TO PEDESTRIAN REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000303,7-4-24,FAILED TO YIELD TO BLIND PEDESTRIAN,FAILED TO YIELD TO BLIND PEDESTRIAN,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000304,7-4-26,TURN SIGNAL REQUIRED,TURN SIGNAL REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000305,7-4-27,IMPROPER USE OF TURN SIGNALS,IMPROPER USE OF TURN SIGNALS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000306,7-4-28,BRAKING SIGNAL REQUIRED,BRAKING SIGNAL REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000307,7-4-3,OBEDIENCE TO RED  SIGNAL REQUIRED,OBEDIENCE TO RED  SIGNAL REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000308,7-4-31,VEH GOING OPP. DIRECTION MUST PASS,VEH GOING OPP. DIRECTION MUST PASS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000309,7-4-32,FAILED TO DRIVE ON RIGHT SIDE OF ROAD,FAILED TO DRIVE ON RIGHT SIDE OF ROAD,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000310,7-4-33,IMPROPER PASSING ON LEFT,IMPROPER PASSING ON LEFT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000311,7-4-34,IMPROPER PASSING ON RIGHT,IMPROPER PASSING ON RIGHT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000312,7-4-35,IMPROPER PASSING WITHIN LANE,IMPROPER PASSING WITHIN LANE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000313,7-4-36,IMPROPER LANE CHANGE,IMPROPER LANE CHANGE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000314,7-4-37,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000315,7-4-38,CHANGED LANE WHERE PROHIBITED,CHANGED LANE WHERE PROHIBITED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000316,7-4-39,SLOW MOVING VEHICLE FAILED TO KEEP RIGHT,SLOW MOVING VEHICLE FAILED TO KEEP RIGHT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000317,7-4-40,MOTORCYCLES NOT TO PASS BETWEEN LANE,MOTORCYCLES NOT TO PASS BETWEEN LANE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000318,7-4-42,RODE MOTORCYCLE MORE THAN TWO ABREAST,RODE MOTORCYCLE MORE THAN TWO ABREAST,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000319,7-4-43,DROVE WRONG WAY ON ONE-WAY STREET,DROVE WRONG WAY ON ONE-WAY STREET,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000320,8-3-9,POSSESSING GLASS BOTTLES,POSSESSING GLASS BOTTLES,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00000321,7-4-44,ROTARY TRAFFIC ISLANDS AND TRAFFIC CIRCLES,ROTARY TRAFFIC ISLANDS AND TRAFFIC CIRCLES,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000322,8-3-7,HORSES/LIVESTOCK ON PARK W/OUT PERMIT,HORSES/LIVESTOCK ON PARK W/OUT PERMIT,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,ANIMAL_CONT,BOTH,,
CHG00000323,7-4-45,DROVE ON WRONG SIDE OF DIVIDED STREET,DROVE ON WRONG SIDE OF DIVIDED STREET,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000324,7-4-46,DROVE ON RAISED MEDIAN,DROVE ON RAISED MEDIAN,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000325,8-3-5,FAILING TO PROTECT WILDLIFE,FAILING TO PROTECT WILDLIFE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,ANIMAL_CONT,BOTH,,
CHG00000326,8-3-4,MAINTAINING FIRES PROHIBITED,MAINTAINING FIRES PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000327,7-4-47,IMPROPER ENTRY/EXIT-RESTRICTED ACCESS,IMPROPER ENTRY/EXIT-RESTRICTED ACCESS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000328,7-4-48,DROVE ON RESTRICTED STREET,DROVE ON RESTRICTED STREET,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000329,8-3-21,TENTS AND NETS PROHIBITED,TENTS AND NETS PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00000330,8-3-20,FIXED HARDWARE PROHIBITED,FIXED HARDWARE PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00000331,7-4-49,DROVE IN RESTRICTED LANE,DROVE IN RESTRICTED LANE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000332,7-4-5,DISOBEYED LANE USE SIGNAL,DISOBEYED LANE USE SIGNAL,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000333,8-3-17,SWIMMING AND BOATING IN CERTAIN WATERS PROHIBITED,SWIMMING AND BOATING IN CERTAIN WATERS PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000334,8-3-15,REGULATION OF BOULDER RESERVOIR COOT LAKE,REGULATION OF BOULDER RESERVOIR COOT LAKE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000335,7-4-50,DROVE ON SIDEWALK / BIKE PATH,DROVE ON SIDEWALK / BIKE PATH,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000336,8-3-14,PERMITS NEEDED FOR ORGANIZED EVENTS,PERMITS NEEDED FOR ORGANIZED EVENTS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000337,7-4-51,DROVE VEHICLE ON MALL,DROVE VEHICLE ON MALL,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000338,6-16-8,RECREATIONAL MARIJUANA REQUIREMENTS TO OPERATION OF BUSINESS,RECREATIONAL MARIJUANA REQUIREMENTS TO OPERATION OF BUSINESS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000339,6-16-13,RECREATIONAL MARIJUANA PROHIBITED ACTS,RECREATIONAL MARIJUANA PROHIBITED ACTS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000340,6-16-10,RECREATIONAL MARIJUANA MONITORING & SECURITY,RECREATIONAL MARIJUANA MONITORING & SECURITY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000341,6-14-9(F),MEDICAL MARIJUANA REPORTING OF SOURCE/QUANTITY/SALE,MEDICAL MARIJUANA REPORTING OF SOURCE/QUANTITY/SALE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000342,7-4-52,CARELESS DRIVING,CARELESS DRIVING,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,TRAFFIC,BOTH,,
CHG00000343,6-14-9(C),MEDICAL MARIJUANA DISCLOSURE OF RECORDS,MEDICAL MARIJUANA DISCLOSURE OF RECORDS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000344,6-14-9(A),MEDICAL MARIJUANA RIGHT OF ENTRY RECORDS TO BE MAINTAINED,MEDICAL MARIJUANA RIGHT OF ENTRY RECORDS TO BE MAINTAINED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000345,7-4-53,DROVE ON ROADWAY REQUIRED,DROVE ON ROADWAY REQUIRED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000346,6-14-8(P),MEDICAL MARIJUANA ADVERTISEMENT,MEDICAL MARIJUANA ADVERTISEMENT,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000347,6-14-8(O),MEDICAL MARIJUANA POSSESSION OF MATURE FLOWERING PLANTS,MEDICAL MARIJUANA POSSESSION OF MATURE FLOWERING PLANTS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000348,7-4-54,COLLIDED WITH PARKED VEHICLE,COLLIDED WITH PARKED VEHICLE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,TRAFFIC,BOTH,,
CHG00000349,6-14-8(N),MEDICAL MARIJUANA DISPOSAL OF MARIJUANA PRODUCTS,MEDICAL MARIJUANA DISPOSAL OF MARIJUANA PRODUCTS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000350,7-4-55,FAILURE TO AVOID INTERFERING WITH VEHICLE AHEAD,FAILURE TO AVOID INTERFERING WITH VEHICLE AHEAD,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00000351,6-14-8(M),MEDICAL MARIJUANA DELIVERY BETWEEN BUSINESSES,MEDICAL MARIJUANA DELIVERY BETWEEN BUSINESSES,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000352,7-4-56,RECKLESS DRIVING,RECKLESS DRIVING,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,TRAFFIC,BOTH,,
CHG00000353,6-14-8(J),MEDICAL MARIJUANA LIMITATIONS ON INVENTORY,MEDICAL MARIJUANA LIMITATIONS ON INVENTORY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000354,7-4-57,SPEED CONTEST PROHIBITED,SPEED CONTEST PROHIBITED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000355,6-14-8(H),MEDICAL MARIJUANA VENTILATION REQUIRED,MEDICAL MARIJUANA VENTILATION REQUIRED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000356,6-14-8(F),MEDICAL MARIIJUANA HOURS OF OPERATION,MEDICAL MARIIJUANA HOURS OF OPERATION,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000357,7-4-58(B)(1),SPEEDING - 1 TO 4 MPH OVER LIMIT,SPEEDING - 1 TO 4 MPH OVER LIMIT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000358,6-14-8(E),MEDICAL MARIJUANA OWNER/MANAGER REQUIRED ON PREMISES,MEDICAL MARIJUANA OWNER/MANAGER REQUIRED ON PREMISES,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000359,6-14-8(D),MEDICAL MARIJUANA BUSINESS CONDUCTED WITHIN BUILDING,MEDICAL MARIJUANA BUSINESS CONDUCTED WITHIN BUILDING,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000360,7-4-58(B)(2),SPEEDING - 5 TO 9 MPH OVER LIMIT,SPEEDING - 5 TO 9 MPH OVER LIMIT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000361,6-14-8(C),MEDICAL MARIJUANA DISPLAY OF LICENSE REQUIRED,MEDICAL MARIJUANA DISPLAY OF LICENSE REQUIRED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000362,6-14-8(B),MEDICAL MARIJUANA RESTRICTIONS ON ACCESS,MEDICAL MARIJUANA RESTRICTIONS ON ACCESS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000363,7-4-58(B)(3),SPEEDING - 10 TO 19 MPH OVER LIMIT,SPEEDING - 10 TO 19 MPH OVER LIMIT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000364,6-14-8(A),MEDICAL MARIJUANA ONSITE USE PROHIBITED,MEDICAL MARIJUANA ONSITE USE PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000365,7-4-58(B)(4),SPEEDING - 20 OR MORE MPH OVER LIMIT,SPEEDING - 20 OR MORE MPH OVER LIMIT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000366,6-14-3(A),MEDICAL MARIJUANA LICENSE REQUIRED,MEDICAL MARIJUANA LICENSE REQUIRED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000367,6-14-13(A)(6),MEDICAL MARIJUANA UNLAWFUL TO POSSESS MORE THAN 6 PLANTS,MEDICAL MARIJUANA UNLAWFUL TO POSSESS MORE THAN 6 PLANTS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000368,7-4-58(B)(5),SPEEDING - IN A SCHOOL ZONE ANY LIMIT,SPEEDING - IN A SCHOOL ZONE ANY LIMIT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00000369,6-14-13,MEDICAL MARIJUANA PROHIBITED ACTS,MEDICAL MARIJUANA PROHIBITED ACTS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,REGULATORY_ENF,BOTH,,
CHG00000370,7-4-59,DROVE TOO FAST FOR CONDITIONS,DROVE TOO FAST FOR CONDITIONS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
